AVG_GRD,Activity_Type,AvgCourse,AvgInstructor,Course,CourseTitle,CrsLvlNum,CrsPBAColl,CrsPBADept,CrsPBADiv,Honors,Hours,Instruction_Mode,Level,NComb,NIntrFCQ,N/ENROLL,N/EOT,N/GRADE,N/INCOMP,N/NOCRED,N/PASS,N/Ret,PCT/A,PCT/B,PCT/C,PCT/C_MINUS_OR_BELOW,PCT/D,PCT/DF,PCT/F,PCT/GRADE,PCT/INCOMP,PCT/WDRAW,RAP,Section,Subject,Subject_Label,Workload/Hrs_Wk,Workload/Raw,YearTerm,Instructors/0/group,Instructors/0/name,Instructors/0/title,Instructors/1/group,Instructors/1/name,Instructors/1/title,Instructors/2/group,Instructors/2/name,Instructors/2/title
2.91,LEC - Lecture,5.55,5.31,2034,Drugs in United States Society,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,67,62,61,1,0,0,29,0.44,0.26,0.15,0.2,0.11,0.15,0.03,0.98,0.02,0.07,0,002,SOCY,Sociology,4-6,2.23,20141,4 TA Cred,"THOMPSON, ALEX IVERS",GRAD PART-TIME INSTRUCTOR,,,,,,
2.73,LEC - Lecture,4.44,4.4,2044,Crime and Society,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,2,145,138,138,0,0,0,120,0.2,0.49,0.18,0.17,0.08,0.12,0.04,1,0,0.05,0,001,SOCY,Sociology,4-6,2.01,20141,4 TA Cred,"SHIGIHARA, AMANDA MICHIKO",GRAD PART-TIME INSTRUCTOR,4 TA Cred,"TYLER, AMANDA B.",GRAD PART-TIME INSTRUCTOR,,,
3.14,LEC - Lecture,5.47,5.43,2044,Crime and Society,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,57,57,57,0,0,0,38,0.46,0.35,0.12,0.09,0,0.07,0.07,1,0,0,0,002,SOCY,Sociology,4-6,1.91,20141,4 TA Cred,"NOWOTNY, KATHRYN MARIE",GRAD PART-TIME INSTRUCTOR,,,,,,
2.96,LEC - Lecture,4.35,5.29,2061,Introduction to Social Statistics,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,70,66,65,1,0,0,34,0.4,0.34,0.2,0.12,0,0.06,0.06,0.98,0.02,0.06,0,001,SOCY,Sociology,4-6,2.14,20141,4 TA Cred,"KNIPPENBERG, ROSS WILLIAM",GRAD PART-TIME INSTRUCTOR,,,,,,
2.18,LEC - Lecture,3.08,3.94,2061,Introduction to Social Statistics,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,88,73,73,0,0,0,36,0.08,0.27,0.47,0.33,0.11,0.18,0.07,1,0,0.17,0,100,SOCY,Sociology,7-9,3.06,20141,1 TTT,"BOARDMAN, JASON D",ASSOCIATE PROFESSOR,,,,,,
3.13,LEC - Lecture,3.74,3.67,2077,Environment and Society,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,59,58,58,0,0,0,42,0.38,0.41,0.21,0.03,0,0,0,1,0,0.02,0,001,SOCY,Sociology,4-6,2.00,20141,4 TA Cred,"GODFREY, ALTHEA ELAINE",GRAD PART-TIME INSTRUCTOR,,,,,,
3.11,LEC - Lecture,4.64,5.04,2077,Environment and Society,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,41,39,37,2,0,0,28,0.51,0.3,0.05,0.16,0.11,0.14,0.03,0.95,0.05,0.05,0,002,SOCY,Sociology,4-6,2.37,20141,4 TA Cred,"KIRKLAND, TRACY MICHELLE",GRAD PART-TIME INSTRUCTOR,,,,,,
2.86,LEC - Lecture,5,5.58,2091,Topics in Sociology,2XXX,AS,SOCY,SS,0,3,P  - In Person,Lower,1,1,21,20,19,1,0,0,19,0.26,0.42,0.26,0.11,0.05,0.05,0,0.95,0.05,0.05,0,001,SOCY,Sociology,4-6,2.26,20141,4 TA Cred,"LEPREE, JOSHUA GERALD",GRAD PART-TIME INSTRUCTOR,,,,,,
3.2,LEC - Lecture,4,4.34,3001,Classical Theory,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,42,40,40,0,0,0,32,0.5,0.3,0.17,0.05,0.02,0.02,0,1,0,0.05,0,001,SOCY,Sociology,4-6,2.14,20141,1 TTT,"REED, ISAAC ARIAIL",ASST PROFESSOR,,,,,,
3.02,LEC - Lecture,4.67,5.02,3001,Classical Theory,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,71,70,70,0,0,0,52,0.31,0.5,0.16,0.06,0,0.03,0.03,1,0,0.01,0,100,SOCY,Sociology,4-6,2.11,20141,1 TTT,"REED, ISAAC ARIAIL",ASST PROFESSOR,,,,,,
3.06,LEC - Lecture,4.85,5.26,3012,Women and Development,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,47,46,46,0,0,0,39,0.3,0.48,0.2,0.11,0.02,0.02,0,1,0,0.02,0,001,SOCY,Sociology,7-9,2.78,20141,1 TTT,"BAIR, JENNIFER LYNN",ASSOCIATE PROFESSOR,,,,,,
2.77,LEC - Lecture,5.7,5.77,3042,Topics in Population and Health,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,45,44,44,0,0,0,30,0.18,0.59,0.11,0.18,0.07,0.11,0.05,1,0,0.02,0,001,SOCY,Sociology,4-6,2.21,20141,1 TTT,"MOJOLA, SANYU AMIMO",ASST PROFESSOR,,,,,,
2.69,LEC - Lecture,5.24,5.71,3042,Topics in Population and Health,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,44,42,42,0,0,0,21,0.31,0.21,0.38,0.1,0.05,0.1,0.05,1,0,0.05,0,002,SOCY,Sociology,4-6,2.14,20141,2 Other reg,"PEDERSEN-GALLEGOS, LIANE G",INSTRUCTOR,,,,,,
3.02,LEC - Lecture,4.73,4.69,3044,"Race, Class, Gender, and Crime",3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,2,1,48,46,46,0,0,0,26,0.3,0.5,0.17,0.07,0.02,0.02,0,1,0,0.04,0,001,SOCY,Sociology,4-6,2.26,20141,4 TA Cred,"SHARMA, NITIKA",GRAD PART-TIME INSTRUCTOR,,,,,,
2.63,LEC - Lecture,5.2,5.53,3151,Self in Modern Society,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,22,22,22,0,0,0,15,0.14,0.41,0.41,0.05,0,0.05,0.05,1,0,0,0,001,SOCY,Sociology,4-6,2.46,20141,2 Other reg,"WALDEN, GLENDA D",INSTRUCTOR,,,,,,
2.61,LEC - Lecture,4.85,5.4,3161,Sociological Perspectives on Race and Ethnicity,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,46,45,45,0,0,0,41,0.2,0.36,0.31,0.22,0.13,0.13,0,1,0,0.02,0,001,SOCY,Sociology,4-6,2.10,20141,1 TTT,"SUE, CHRISTINA ALICIA",ASST PROFESSOR,,,,,,
2.73,LEC - Lecture,4.47,5.25,3301,Survey Methods,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,47,44,44,0,0,0,32,0.18,0.55,0.2,0.07,0.02,0.07,0.05,1,0,0.06,0,100,SOCY,Sociology,4-6,2.30,20141,1 TTT,"BAILEY MOLLBORN, STEFANIE FAUN",ASSOCIATE PROFESSOR,,,,,,
3.44,LEC - Lecture,5.44,5.68,3314,Violence Against Women and Girls,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,2,1,50,50,50,0,0,0,34,0.7,0.16,0.08,0.06,0.02,0.06,0.04,1,0,0,0,001,SOCY,Sociology,4-6,2.14,20141,4 TA Cred,"ROARK, JENNIFER JEAN",GRAD PART-TIME INSTRUCTOR,,,,,,
2.88,LEC - Lecture,4.08,4.73,3401,Field Methods,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,34,31,30,1,0,0,26,0.27,0.43,0.3,0.07,0,0,0,0.97,0.03,0.09,0,001,SOCY,Sociology,7-9,3.12,20141,2 Other reg,"BROWN, MATTHEW C",INSTRUCTOR,,,,,,
2.75,LEC - Lecture,3.44,4.28,3401,Field Methods,3XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,34,32,30,2,0,0,25,0.17,0.53,0.23,0.1,0,0.07,0.07,0.94,0.06,0.06,0,002,SOCY,Sociology,7-9,2.86,20141,2 Other reg,"BROWN, MATTHEW C",INSTRUCTOR,,,,,,
2.72,LEC - Lecture,5.69,5.78,4000,"Gender, Genocide, and Mass Trauma",4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,2,1,96,95,95,0,0,0,61,0.27,0.31,0.32,0.18,0.08,0.11,0.02,1,0,0.01,0,001,SOCY,Sociology,7-9,2.52,20141,1 TTT,"JACOBS, JANET L",PROFESSOR,,,,,,
2.73,LEC - Lecture,5.58,5.67,4014,Criminology,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,95,92,92,0,0,0,79,0.32,0.27,0.29,0.22,0.09,0.12,0.03,1,0,0.03,0,001,SOCY,Sociology,4-6,2.07,20141,1 TTT,"RADELET, MICHAEL L",PROFESSOR,,,,,,
3.3,LEC - Lecture,5.56,5.71,4024,Juvenile Justice and Delinquency,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,42,40,40,0,0,0,34,0.5,0.32,0.15,0.07,0,0.02,0.02,1,0,0.05,0,001,SOCY,Sociology,4-6,2.20,20141,4 TA Cred,"WHALLEY, ELIZABETH E.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.12,LEC - Lecture,4.69,4.93,4027,"Inequality, Democracy, and the Environment",4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,2,1,46,46,46,0,0,0,45,0.17,0.78,0.04,0.02,0,0,0,1,0,0,0,001,SOCY,Sociology,4-6,2.41,20141,1 TTT,"DOWNEY, LIAM C",ASSOCIATE PROFESSOR,,,,,,
3.16,LEC - Lecture,5.1,5.67,4031,Social Psychology,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,50,50,50,0,0,0,39,0.32,0.6,0.06,0.04,0,0.02,0.02,1,0,0,0,001,SOCY,Sociology,4-6,1.83,20141,2 Other reg,"HAFFEY, MICHAEL",INSTRUCTOR,,,,,,
2.84,SEM - Seminar,5,5.59,4037,"Hazards, Disasters and Society",4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,47,46,46,0,0,0,33,0.39,0.3,0.17,0.17,0.13,0.13,0,1,0,0.02,0,001,SOCY,Sociology,4-6,1.77,20141,1 TTT,"TIERNEY, KATHLEEN JANE",PROFESSOR,,,,,,
3.7,LEC - Lecture,5.75,5.94,4047,Topics in Environment and Society,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,22,21,21,0,0,0,16,0.81,0.14,0,0.05,0.05,0.05,0,1,0,0.05,0,001,SOCY,Sociology,4-6,2.15,20141,1 TTT,"NIELSEN, JOYCE",PROFESSOR,,,,,,
3.25,LEC - Lecture,5.55,5.6,4047,Topics in Environment and Society,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,23,22,22,0,0,0,20,0.45,0.32,0.23,0,0,0,0,1,0,0.04,0,002,SOCY,Sociology,7-9,2.60,20141,1 TTT,"HARRISON, JILL LINDSEY",ASST PROFESSOR,,,,,,
3.58,LEC - Lecture,4.31,4.38,4047,Topics in Environment and Society,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,2,15,15,14,1,0,0,13,0.64,0.36,0,0,0,0,0,0.93,0.07,0,0,003,SOCY,Sociology,4-6,1.92,20141,1 TTT,"GRANT II, DON SHERMAN",PROFESSOR,,,,,,
3.19,LEC - Lecture,5.24,5.55,4071,Social Stratification,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,38,37,37,0,0,0,29,0.32,0.59,0.08,0,0,0,0,1,0,0.03,0,001,SOCY,Sociology,4-6,2.36,20141,2 Other reg,"HAFFEY, MICHAEL",INSTRUCTOR,,,,,,
3.62,LEC - Lecture,4.05,4.3,4084,"Punishment, Law and Society",4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,68,63,63,0,0,0,36,0.7,0.27,0.03,0,0,0,0,1,0,0.07,0,001,SOCY,Sociology,4-6,2.13,20141,3 Supp,"BROWN, GREG RICHARD",LECTURER,,,,,,
2.87,LEC - Lecture,4.97,5.06,4117,Food and Society,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,73,73,73,0,0,0,63,0.27,0.42,0.18,0.15,0.11,0.12,0.01,1,0,0,0,100,SOCY,Sociology,4-6,2.29,20141,1 TTT,"HARRISON, JILL LINDSEY",ASST PROFESSOR,,,,,,
3.05,LEC - Lecture,4.92,5.42,4121,Sociology of Religion,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,20,20,20,0,0,0,12,0.3,0.5,0.15,0.05,0.05,0.05,0,1,0,0,0,001,SOCY,Sociology,4-6,2.20,20141,2 Other reg,"PEDERSEN-GALLEGOS, LIANE G",INSTRUCTOR,,,,,,
3.56,LEC - Lecture,5.25,5.69,4131,Advanced Topics in Sociology,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,19,18,18,0,0,0,16,0.78,0.17,0,0.06,0,0.06,0.06,1,0,0.05,0,001,SOCY,Sociology,7-9,3.00,20141,1 TTT,"IRVINE, LESLIE JANE",ASSOCIATE PROFESSOR,,,,,,
3.39,LEC - Lecture,5.71,5.93,4131,Advanced Topics in Sociology,4XXX,AS,SOCY,SS,0,3,P  - In Person,Upper,1,1,19,18,17,1,0,0,15,0.47,0.47,0.06,0,0,0,0,0.94,0.06,0.05,0,002,SOCY,Sociology,7-9,2.69,20141,2 Other reg,"WALDEN, GLENDA D",INSTRUCTOR,,,,,,
4,INT - Internship,,,4931,Internship in Sociology,4XXX,AS,SOCY,SS,0,4,P  - In Person,Upper,1,1,24,24,23,1,0,0,0,1,0,0,0,0,0,0,0.96,0.04,0,1,800,SOCY,Sociology,,,20141,1 TTT,"POTTER, HILLARY A",ASSOCIATE PROFESSOR,3 Supp,"LAKE, SARAH E.",LECTURER,,,
3.38,SEM - Seminar,4.23,4.38,5201,Graduate Seminar in Sociological Theory,5XXX,AS,SOCY,SS,0,3,P  - In Person,Masters,1,1,15,14,13,1,0,0,13,0.62,0.31,0,0.08,0,0.08,0.08,0.93,0.07,0.07,0,001,SOCY,Sociology,10-12,3.92,20141,1 TTT,"REED, ISAAC ARIAIL",ASST PROFESSOR,,,,,,
3.28,SEM - Seminar,2.64,3,6111,Data 2: Data Analysis,6XXX,AS,SOCY,SS,0,3,P  - In Person,Masters,1,1,13,13,13,0,0,0,11,0.23,0.77,0,0,0,0,0,1,0,0,0,001,SOCY,Sociology,10-12,4.09,20141,1 TTT,"MASTERS, RYAN KELLY",ASST PROFESSOR,,,,,,
3.97,SEM - Seminar,5.54,5.64,7131,Seminar in Social Psychology,7XXX,AS,SOCY,SS,0,3,P  - In Person,Doctoral,1,1,10,10,10,0,0,0,11,1,0,0,0,0,0,0,1,0,0,0,001,SOCY,Sociology,10-12,3.64,20141,1 TTT,"IRVINE, LESLIE JANE",ASSOCIATE PROFESSOR,,,,,,
3.23,LEC - Lecture,5.27,5.64,1020,Beginning Arabic 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,12,11,11,0,0,0,11,0.45,0.45,0.09,0,0,0,0,1,0,0.08,0,001,ARAB,Arabic Languages,10-12,4.27,20141,2 Other reg,"MUHAMMED, RANDA",INSTRUCTOR,,,,,,
3.07,LEC - Lecture,4.63,4.88,1020,Beginning Arabic 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,17,16,16,0,0,0,16,0.31,0.5,0.19,0,0,0,0,1,0,0.06,0,002,ARAB,Arabic Languages,7-9,3.47,20141,2 Other reg,"MUHAMMED, RANDA",INSTRUCTOR,,,,,,
3.17,LEC - Lecture,3.38,4,2120,Intermediate Arabic 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,12,11,10,0,0,0,8,0.6,0.2,0.1,0.2,0,0.1,0.1,0.91,0,0.08,0,002,ARAB,Arabic Languages,7-9,3.13,20141,2 Other reg,"ZAHROUNI, RAFIKA",INSTRUCTOR,,,,,,
3.6,LEC - Lecture,5.4,5.6,4200,Advanced Readings in Arabic,4XXX,AS,SPAN,AH,0,3,P  - In Person,Upper,1,1,15,15,15,0,0,0,10,0.67,0.27,0.07,0.07,0,0,0,1,0,0,0,001,ARAB,Arabic Languages,7-9,2.67,20141,2 Other reg,"ZAHROUNI, RAFIKA",INSTRUCTOR,,,,,,
2.71,LEC - Lecture,5.89,5.94,1020,Beginning Portuguese 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,22,22,22,0,0,0,18,0.36,0.18,0.41,0.23,0,0.05,0.05,1,0,0,0,001,PORT,Portuguese,7-9,3.17,20141,2 Other reg,"SCHINCARIOL, MARCELO TADEU",INSTRUCTOR,,,,,,
3.31,LEC - Lecture,5.08,5.85,2120,Second-Year Portuguese 2,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,14,14,14,0,0,0,13,0.57,0.21,0.14,0.07,0.07,0.07,0,1,0,0,0,001,PORT,Portuguese,7-9,2.50,20141,2 Other reg,"SCHINCARIOL, MARCELO TADEU",INSTRUCTOR,,,,,,
3.09,LEC - Lecture,5.4,5.8,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,14,12,12,0,0,0,10,0.42,0.42,0.08,0.08,0.08,0.08,0,1,0,0.14,0,001,SPAN,Spanish,7-9,3.10,20141,4 TA Cred,"DRUMRIGHT, KELLY JANE",TEACHING ASSISTANT,,,,,,
2.67,LEC - Lecture,5.5,5.75,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,20,20,0,0,0,16,0.15,0.6,0.15,0.2,0,0.1,0.1,1,0,0.05,0,002,SPAN,Spanish,7-9,2.54,20141,4 TA Cred,"DILL, DUSTIN ALLEN",TEACHING ASSISTANT,,,,,,
2.93,LEC - Lecture,5.73,5.87,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,20,20,0,0,0,15,0.25,0.5,0.2,0.05,0.05,0.05,0,1,0,0.05,0,003,SPAN,Spanish,7-9,3.00,20141,4 TA Cred,"LARSON, ABIGAIL LINN",TEACHING ASSISTANT,,,,,,
2.78,LEC - Lecture,5,5.73,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,20,19,19,0,0,0,15,0.37,0.32,0.16,0.21,0.11,0.16,0.05,1,0,0.05,0,004,SPAN,Spanish,7-9,2.60,20141,4 TA Cred,"ALLEN, HOLLIE MARIE",GRAD PART-TIME INSTRUCTOR,,,,,,
2.9,LEC - Lecture,4.71,4.71,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,21,21,0,0,0,14,0.52,0.19,0.1,0.19,0.1,0.19,0.1,1,0,0,0,006,SPAN,Spanish,7-9,2.62,20141,4 TA Cred,"BUITRON VERA, GABRIELA ALEJANDRA",TEACHING ASSISTANT,,,,,,
3,LEC - Lecture,5.05,5.09,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,22,21,21,0,0,0,21,0.38,0.43,0.14,0.19,0.05,0.05,0,1,0,0.05,0,007,SPAN,Spanish,7-9,2.50,20141,4 TA Cred,"BENAVIDES, MILUSKA",TEACHING ASSISTANT,,,,,,
3.04,LEC - Lecture,5.65,5.94,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,19,18,18,0,0,0,17,0.39,0.44,0.11,0.11,0,0.06,0.06,1,0,0.05,0,008,SPAN,Spanish,7-9,3.00,20141,4 TA Cred,"RAMIREZ URBANEJA, DESIRE",TEACHING ASSISTANT,,,,,,
3.24,LEC - Lecture,5.06,5.59,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,21,21,0,0,0,17,0.38,0.48,0.14,0,0,0,0,1,0,0,0,009,SPAN,Spanish,7-9,3.00,20141,4 TA Cred,"ORELLANA CAPRILES, REBECA ANDREA",TEACHING ASSISTANT,,,,,,
3.34,LEC - Lecture,5.18,5.47,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,18,18,0,0,0,17,0.44,0.5,0.06,0,0,0,0,1,0,0.14,0,010,SPAN,Spanish,7-9,2.88,20141,4 TA Cred,"GARCIA OYERVIDES, JUAN ANTONIO",GRAD PART-TIME INSTRUCTOR,,,,,,
2.46,LEC - Lecture,4.57,5.2,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,16,16,16,0,0,0,15,0.13,0.5,0.13,0.25,0.19,0.25,0.06,1,0,0,0,011,SPAN,Spanish,7-9,2.62,20141,3 Supp,"WLAD, KERRIE MAY",LECTURER,,,,,,
2.57,LEC - Lecture,5.13,5.69,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,18,18,18,0,0,0,16,0.33,0.28,0.22,0.28,0.06,0.17,0.11,1,0,0,0,012,SPAN,Spanish,7-9,2.93,20141,4 TA Cred,"PLEISS, MARK W",GRAD PART-TIME INSTRUCTOR,,,,,,
2.91,LEC - Lecture,5.54,5.85,1010,Beginning Spanish 1,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,15,15,15,0,0,0,13,0.4,0.33,0.2,0.07,0.07,0.07,0,1,0,0,1,800,SPAN,Spanish,7-9,2.92,20141,2 Other reg,"KOPEN, CARMEN LYNN",INSTRUCTOR,,,,,,
3.58,LEC - Lecture,5.7,5.9,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,11,11,11,0,0,0,10,0.64,0.36,0,0,0,0,0,1,0,0,0,001,SPAN,Spanish,7-9,3.00,20141,4 TA Cred,"HAESSLER, TAIKO MARIA",GRAD PART-TIME INSTRUCTOR,,,,,,
2.74,LEC - Lecture,4.88,5.31,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,20,20,0,0,0,16,0.4,0.25,0.25,0.15,0,0.1,0.1,1,0,0.05,0,002,SPAN,Spanish,4-6,2.47,20141,4 TA Cred,"MENDEZ BETANCOR, ALEJANDRO",GRAD PART-TIME INSTRUCTOR,,,,,,
3.46,LEC - Lecture,5.63,5.63,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,20,20,20,0,0,0,19,0.65,0.25,0.1,0,0,0,0,1,0,0,0,004,SPAN,Spanish,7-9,3.11,20141,4 TA Cred,"MITCHELL, MONIQUE AIDA",TEACHING ASSISTANT,,,,,,
3.39,LEC - Lecture,5.25,5.63,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,19,19,19,0,0,0,16,0.58,0.37,0,0.05,0,0.05,0.05,1,0,0,0,005,SPAN,Spanish,7-9,3.07,20141,4 TA Cred,"MUNOZ DIAZ, JAVIER ALONSO",TEACHING ASSISTANT,,,,,,
2.41,LEC - Lecture,3.94,4.35,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,22,21,21,0,0,0,17,0.24,0.24,0.38,0.29,0.1,0.14,0.05,1,0,0.05,0,006,SPAN,Spanish,10-12,3.71,20141,4 TA Cred,"LESTA GARCIA, LAURA",GRAD PART-TIME INSTRUCTOR,,,,,,
2.89,LEC - Lecture,4.84,5.58,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,20,20,20,0,0,0,19,0.35,0.25,0.35,0.05,0,0.05,0.05,1,0,0,0,007,SPAN,Spanish,7-9,2.78,20141,4 TA Cred,"GILBOA, TARA I",TEACHING ASSISTANT,,,,,,
2.97,LEC - Lecture,4,4.67,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,19,16,16,0,0,0,12,0.38,0.31,0.31,0.13,0,0,0,1,0,0.16,0,008,SPAN,Spanish,7-9,3.20,20141,4 TA Cred,"MALLOY, TIFFANY LEIGH",TEACHING ASSISTANT,,,,,,
2.68,LEC - Lecture,4.82,5.45,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,11,11,11,0,0,0,11,0.27,0.27,0.45,0.18,0,0,0,1,0,0,0,009,SPAN,Spanish,10-12,3.64,20141,4 TA Cred,"CESARCO EGLIN, LAURA",GRAD PART-TIME INSTRUCTOR,,,,,,
2.71,LEC - Lecture,5.11,5.44,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,21,21,0,0,0,18,0.24,0.43,0.19,0.14,0.1,0.14,0.05,1,0,0,0,011,SPAN,Spanish,7-9,3.38,20141,4 TA Cred,"CARDENAS, ALEXANDER M",TEACHING ASSISTANT,,,,,,
3.07,LEC - Lecture,4.8,5.2,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,21,21,0,0,0,20,0.33,0.48,0.19,0.1,0,0,0,1,0,0,0,012,SPAN,Spanish,7-9,2.68,20141,4 TA Cred,"WRIGHT, SUSAN E.",GRAD PART-TIME INSTRUCTOR,,,,,,
3.23,LEC - Lecture,5.12,5.59,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,21,18,18,0,0,0,17,0.33,0.61,0.06,0,0,0,0,1,0,0.14,0,013,SPAN,Spanish,7-9,3.13,20141,4 TA Cred,"MORON DAPENA, XAVIER",TEACHING ASSISTANT,,,,,,
3.29,LEC - Lecture,5,5.38,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,19,19,19,0,0,0,16,0.47,0.47,0.05,0,0,0,0,1,0,0,0,014,SPAN,Spanish,7-9,3.08,20141,4 TA Cred,"PENA GARCIA, SABELA",GRAD PART-TIME INSTRUCTOR,,,,,,
2.87,LEC - Lecture,5.18,5.36,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,11,11,11,0,0,0,11,0.27,0.27,0.45,0,0,0,0,1,0,0,0,015,SPAN,Spanish,7-9,2.64,20141,4 TA Cred,"VAN DER LINDE VALENCIA, CARLOS GERMAN",GRAD PART-TIME INSTRUCTOR,,,,,,
3.24,LEC - Lecture,5.07,5.4,1020,Beginning Spanish 2,1XXX,AS,SPAN,AH,0,5,P  - In Person,Lower,1,1,18,17,17,0,0,0,15,0.29,0.65,0.06,0,0,0,0,1,0,0.06,1,800,SPAN,Spanish,7-9,2.86,20141,2 Other reg,"KOPEN, CARMEN LYNN",INSTRUCTOR,,,,,,
3.13,LEC - Lecture,4.88,5.41,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,20,19,18,1,0,0,17,0.44,0.39,0.17,0.11,0,0,0,0.95,0.05,0.05,0,003,SPAN,Spanish,4-6,2.19,20141,2 Other reg,"MALCOLM, KAREN L",INSTRUCTOR,,,,,,
3.19,LEC - Lecture,4.95,5.55,2110,Second-Year Spanish 1,2XXX,AS,SPAN,AH,0,3,P  - In Person,Lower,1,1,22,21,21,0,0,0,20,0.29,0.62,0.1,0,0,0,0,1,0,0.05,0,004,SPAN,Spanish,4-6,2.41,20141,2 Other reg,"TABLER, ALICIA V",INSTRUCTOR,,,,,,
